Type d'activité,Date,Favori,Titre,Distance,Calories,Durée,Fréquence cardiaque moyenne,Fréquence cardiaque maximale,TE aérobie,Cadence de course moyenne,Cadence de course maximale,Allure moyenne,Meilleure allure,Ascension totale,Descente totale,Longueur moyenne des foulées,Rapport vertical moyen,Oscillation verticale moyenne,Temps de contact moyen avec le sol,Equilibre TCS moyen,Training Stress Score® (TSS®),Puissance moy.,Puissance max.,Difficulté,Constance,Nombre total de coups,SWOLF moyen,Fréquence moy. des coups,Total répétitions,Total séries,Temps de plongée,Température minimale,Intervalle à la surface,Décompression,Temps du meilleur circuit,Nombre de tours,Température maximale,Fréquence respiratoire moyenne,Fréquence respiratoire minimale,Fréquence respiratoire maximale,Temps de déplacement,Temps écoulé,Altitude minimale,Altitude maximale
Randonnée,2022-12-23 12:27:07,false,"Audierne Randonnée","2.84","217","00:36:39","100","122","0.7","96","250","12:55","7:05","60","63","0.81","0.0","0.0","0","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","18.0","0:00","Non","00:36:39","1","23.0","--","--","--","00:30:58","00:36:39","7","48"
Course à pied,2022-12-21 10:37:32,false,"Audierne Course à pied","1.28","97","00:07:37.4","144","154","1.5","165","172","5:56","5:14","10","13","1.02","0.0","0.0","0","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","21.0","0:00","Non","00:01:36.5","2","27.0","--","--","--","00:07:37.4","00:07:37.4","37","47"
Course à pied,2022-12-20 10:10:20,false,"Course/Trail 15km Audierne","15.25","1,279","01:25:14","149","174","4.7","166","201","5:35","4:01","102","102","1.08","0.0","0.0","0","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","15.0","0:00","Non","00:01:18.9","16","26.0","--","--","--","01:25:11","01:25:14","2","51"
Course à pied,2022-12-19 15:28:35,false,"Course/Trail 10km Audierne","10.44","849","00:57:49","158","179","3.9","166","187","5:32","3:41","146","144","1.09","0.0","0.0","0","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","16.0","0:00","Non","00:02:31.3","11","27.0","--","--","--","00:57:39","00:58:59","-0","48"
Course à pied,2022-12-17 14:54:39,false,"Dompierre-sur-Yon Course à pied","12.56","941","01:05:39","152","186","4.3","169","182","5:14","3:55","68","67","1.13","9.4","10.6","258","49.0% G / 51.0% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","11.0","0:00","Non","00:01:23.4","15","23.0","30","17","44","01:05:33","01:05:39","68","88"
Nat. piscine,2022-12-17 10:20:38,false,"En piscine","2,250","540","01:04:42","126","159","2.5","--","--","1:51","0:40","--","--","0.00","0.0","0.0","0","--","0.0","0","0","0.0","0.0","1029","79","25","0","--","0:00","0.0","0:00","Non","00:00:06.9","51","0.0","--","--","--","00:41:43","01:06:10","--","--"
Course à pied,2022-12-16 16:43:21,false,"AS10 : 4x1km @ 4'00/km r : 2'30''","11.23","843","01:03:23","147","187","3.8","161","192","5:39","3:06","36","37","1.09","9.9","10.4","274","49.4% G / 50.6% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","11.0","0:00","Non","00:02:30","14","24.0","30","18","45","01:02:48","01:03:23","69","86"
Course à pied,2022-12-14 16:58:59,false,"Recovery Run","6.39","471","00:37:45","133","154","2.7","162","201","5:55","4:03","59","60","1.03","10.6","11.2","273","49.3% G / 50.7% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","13.0","0:00","Non","00:02:19.9","7","25.0","28","14","39","00:37:43","00:37:45","57","85"
Course à pied,2022-12-13 16:38:14,false,"VMA : 2x(6x30''/30'') @105% r=2' 30''","8.82","674","00:49:31","151","192","3.7","166","192","5:37","3:10","55","53","1.08","9.9","10.5","273","48.7% G / 51.3% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","9.0","0:00","Non","00:04:18.1","9","25.0","30","21","42","00:49:29","00:49:31","67","86"
Course à pied,2022-12-12 16:22:55,false,"45' EF","7.71","514","00:43:29","141","157","2.6","165","174","5:39","4:49","50","51","1.07","9.5","10.3","275","49.0% G / 51.0% D","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","10.0","0:00","Non","00:04:15.5","8","26.0","27","20","37","00:43:27","00:43:29","66","86"
Course à pied,2022-12-08 14:30:50,false,"EF : Sans Objectif","5.20","357","00:27:35","144","175","--","167","180","5:18","3:35","30","48","1.13","0.0","0.0","0","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","12.0","0:00","Non","00:01:00.1","6","25.0","--","--","--","00:27:32","00:27:35","50","86"
Cyclisme,2022-12-07 15:52:47,false,"21km Belleville-Poiré-Dompierre","21.95","594","00:47:13","144","159","--","--","--","27.9","42.5","157","121","0.00","0.0","0.0","0","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","10.0","0:00","Non","00:01:44.1","22","22.0","--","--","--","00:47:07","00:47:13","60","122"
Nat. piscine,2022-12-07 14:10:39,false,"En piscine","2,000","450","00:58:12","0","0","--","--","--","1:52","1:43","--","--","0.00","0.0","0.0","0","--","0.0","0","0","0.0","0.0","926","81","25","0","--","0:00","25.0","0:00","Non","00:00:03.2","46","26.0","--","--","--","00:37:13","00:58:30","--","--"
Course à pied,2022-12-07 10:25:47,false,"8km EF","8.00","505","00:43:47","137","151","--","167","178","5:28","4:59","37","73","1.09","0.0","0.0","0","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","12.0","0:00","Non","00:05:11.7","8","21.0","--","--","--","00:43:45","00:43:47","31","87"
Course à pied,2022-12-06 19:00:24,false,"VMA : 2x(6x30''/30'') @105% r=3'","7.65","555","00:45:01","143","188","--","162","190","5:53","3:11","20","20","1.04","0.0","0.0","0","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","12.0","0:00","Non","00:04:01.6","8","27.0","--","--","--","00:44:58","00:45:01","72","87"
Course à pied,2022-12-05 19:04:01,false,"45' EF","7.83","536","00:45:01","139","155","--","164","180","5:45","4:13","63","64","1.06","0.0","0.0","0","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","14.0","0:00","Non","00:04:48.4","8","24.0","--","--","--","00:44:59","00:45:01","61","90"
Course à pied,2022-12-03 15:21:25,false,"SL/SV2 : 2x10' à 85/90% FCM r : 2'30","13.42","831","01:09:36","146","180","--","167","178","5:11","3:57","50","49","1.15","0.0","0.0","0","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","12.0","0:00","Non","00:00:00.3","17","25.0","--","--","--","01:09:32","01:09:59","69","87"
Nat. piscine,2022-12-03 10:15:33,false,"En piscine","1,950","439","00:56:07","0","0","--","--","--","1:58","1:46","--","--","0.00","0.0","0.0","0","--","0.0","0","0","0.0","0.0","979","84","26","0","--","0:00","24.0","0:00","Non","00:00:06.8","34","26.0","--","--","--","00:38:23","00:56:12","--","--"
Course à pied,2022-12-02 16:03:16,false,"Enchainement (2) : 40' en EF","7.24","474","00:40:26","141","151","--","165","174","5:35","4:50","47","51","1.08","0.0","0.0","0","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","13.0","0:00","Non","00:01:20.9","8","20.0","--","--","--","00:40:22","00:40:26","63","85"
Cyclisme,2022-12-02 15:13:24,false,"Enchainement (1) : 21km Belleville-Poiré-Dompierre","21.46","552","00:46:56","141","156","--","--","--","27.4","41.1","159","153","0.00","0.0","0.0","0","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","12.0","0:00","Non","00:01:03.8","22","27.0","--","--","--","00:46:50","00:46:56","62","105"
Course à pied,2022-12-01 11:35:23,false,"AS10 : 2x1,5km (r : 2'30'') + 2x1km (r : 2'00) @ 4'00/km","12.39","830","01:09:02","150","190","--","159","194","5:34","2:38","96","92","1.11","0.0","0.0","0","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","13.0","0:00","Non","00:00:00.4","18","26.0","--","--","--","01:08:30","01:09:02","67","88"
Cyclisme,2022-11-30 15:55:00,false,"Dompierre-Belleville-Dompierre","13.06","409","00:29:38","152","176","--","--","--","26.4","40.4","95","95","0.00","0.0","0.0","0","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","14.0","0:00","Non","00:00:10.9","14","26.0","--","--","--","00:29:34","00:29:38","64","87"
Nat. piscine,2022-11-30 14:14:45,false,"En piscine","2,000","457","00:57:30","0","0","--","--","--","1:57","1:48","--","--","0.00","0.0","0.0","0","--","0.0","0","0","0.0","0.0","968","83","25","0","--","0:00","25.0","0:00","Non","00:00:06.1","48","26.0","--","--","--","00:39:04","00:57:36","--","--"
Cyclisme,2022-11-29 15:21:18,false,"21km Belleville-Poiré-Dompierre","21.46","585","00:45:29","145","168","--","--","--","28.3","39.5","176","137","0.00","0.0","0.0","0","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","17.0","0:00","Non","00:01:09.7","22","27.0","--","--","--","00:45:23","00:45:29","72","133"
Course à pied,2022-11-29 10:33:08,false,"AS5 : 10x400m @ 3'46/km","11.58","758","01:08:30","141","183","--","160","200","5:55","2:49","72","87","1.04","0.0","0.0","0","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","16.0","0:00","Non","00:00:02.7","26","27.0","--","--","--","01:08:08","01:08:30","51","87"
Course à pied,2022-11-28 16:12:22,false,"EF : 45' à 70% FCM","7.96","533","00:47:13","139","151","--","164","174","5:56","4:33","51","50","1.03","0.0","0.0","0","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","15.0","0:00","Non","00:05:45.8","8","27.0","--","--","--","00:47:11","00:47:13","66","88"
Course à pied,2022-11-26 14:40:10,false,"SL/SV1 : 10' à 80/85% FCM","10.30","690","00:58:47","145","173","--","165","178","5:42","4:16","45","43","1.06","0.0","0.0","0","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","16.0","0:00","Non","00:00:00.4","15","25.0","--","--","--","00:58:44","00:58:47","69","87"
Nat. piscine,2022-11-26 10:14:11,false,"En piscine","2,150","481","00:59:55","0","0","--","--","--","1:56","0:36","--","--","0.00","0.0","0.0","0","--","0.0","0","0","0.0","0.0","1027","82","25","0","--","0:00","25.0","0:00","Non","00:00:05.7","34","26.0","--","--","--","00:41:24","01:00:45","--","--"
Course à pied,2022-11-25 09:45:36,false,"AS10 : 3x1,5 km @ 4'00/km","11.98","833","01:08:34","150","198","--","160","196","5:44","3:05","38","38","1.07","0.0","0.0","0","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","16.0","0:00","Non","00:00:26.5","16","26.0","--","--","--","01:08:05","01:08:34","70","85"
Course à pied,2022-11-24 15:17:06,false,"Recovery Run","6.83","472","00:40:33","142","156","--","162","176","5:56","5:01","34","53","1.04","0.0","0.0","0","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","20.0","0:00","Non","00:05:11.5","7","26.0","--","--","--","00:40:32","00:40:33","47","84"
Cyclisme,2022-11-24 09:43:40,false,"25km Belleville-Poiré-Mouilleron","25.54","756","00:55:12","154","174","--","--","--","27.8","42.2","270","247","0.00","0.0","0.0","0","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","16.0","0:00","Non","00:01:10.2","26","26.0","--","--","--","00:55:01","00:55:12","58","106"
Nat. piscine,2022-11-23 14:10:14,false,"En piscine","2,000","457","00:57:27","0","0","--","--","--","1:58","1:31","--","--","0.00","0.0","0.0","0","--","0.0","0","0","0.0","0.0","960","83","24","0","--","0:00","25.0","0:00","Non","00:00:10.1","44","26.0","--","--","--","00:39:20","00:57:33","--","--"
Course à pied,2022-11-22 10:53:34,false,"VMA : 2x(8x30"/30") r=3'","10.03","754","01:00:25","152","199","--","158","206","6:02","2:49","65","85","1.04","0.0","0.0","0","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","17.0","0:00","Non","00:00:28.5","39","25.0","--","--","--","00:59:43","01:02:57","49","86"
Course à pied,2022-11-21 10:52:25,false,"EF/SV1 : 10' à 80/85% FCM","9.58","644","00:52:22","146","177","--","167","186","5:28","4:12","43","42","1.09","0.0","0.0","0","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","15.0","0:00","Non","00:03:24.2","10","25.0","--","--","--","00:52:19","00:52:22","69","87"
Course à pied,2022-11-18 16:11:26,false,"Tours AS10 : 4x1km @ 4'00/km","11.11","830","00:59:50","160","199","--","165","182","5:23","3:44","21","48","1.12","0.0","0.0","0","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","17.0","0:00","Non","00:00:45.6","12","26.0","--","--","--","00:59:47","00:59:50","6","39"
Course à pied,2022-11-17 11:21:45,false,"Dompierre-sur-Yon Course à pied","6.09","466","00:35:21","149","163","--","163","168","5:49","4:57","30","51","1.05","0.0","0.0","0","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","21.0","0:00","Non","00:00:29.6","7","28.0","--","--","--","00:35:19","00:35:21","45","87"
Course à pied,2022-11-16 16:09:50,false,"Dompierre-sur-Yon Course à pied","8.17","619","00:44:50","154","196","--","165","190","5:29","3:41","207","230","1.11","0.0","0.0","0","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","16.0","0:00","Non","00:00:59.6","9","26.0","--","--","--","00:44:47","00:44:50","27","84"
Course à pied,2022-11-15 15:29:17,false,"Dompierre-sur-Yon Course à pied","8.13","528","00:43:39","143","163","--","164","173","5:22","4:54","176","186","1.02","0.0","0.0","0","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","20.0","0:00","Non","00:01:39.8","8","29.0","--","--","--","00:42:19","00:43:39","-43","-2"
Course à pied,2022-11-09 11:18:15,false,"Dompierre-sur-Yon Course à pied","10.00","621","00:56:56","138","153","--","163","176","5:42","4:54","48","66","1.08","0.0","0.0","0","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","21.0","0:00","Non","00:00:01.1","11","26.0","--","--","--","00:56:52","00:56:56","52","87"
Course à pied,2022-11-08 11:12:02,false,"Dompierre-sur-Yon Course à pied","10.99","713","01:00:33","147","190","--","156","206","5:31","2:15","73","77","1.20","0.0","0.0","0","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","21.0","0:00","Non","00:04:53.4","11","27.0","--","--","--","01:00:30","01:00:33","60","87"
Course à pied,2022-11-07 11:18:34,false,"Dompierre-sur-Yon Course à pied","13.04","849","01:11:37","149","181","--","164","176","5:30","3:58","118","99","1.11","0.0","0.0","0","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","21.0","0:00","Non","00:00:12.8","14","27.0","--","--","--","01:11:34","01:11:37","60","106"
Course à pied,2022-11-05 17:07:54,false,"Dompierre-sur-Yon Course à pied","10.19","667","01:04:40","136","147","--","159","166","6:21","5:10","64","74","0.99","0.0","0.0","0","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","20.0","0:00","Non","00:01:18.0","11","26.0","--","--","--","01:04:21","01:04:40","52","87"
Nat. piscine,2022-11-05 10:09:31,false,"En piscine","2,500","556","01:06:47","0","0","--","--","--","2:02","1:45","--","--","0.00","0.0","0.0","0","--","0.0","0","0","0.0","0.0","1275","86","25","0","--","0:00","26.0","0:00","Non","00:00:03.7","32","27.0","--","--","--","00:50:46","01:07:05","--","--"
Course à pied,2022-11-04 11:46:44,false,"Dompierre-sur-Yon Course à pied","2.18","189","00:15:51","145","158","--","157","164","7:16","5:47","23","23","0.88","0.0","0.0","0","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","21.0","0:00","Non","00:01:09.7","3","24.0","--","--","--","00:15:51","00:15:51","51","69"
Course à pied,2022-11-04 11:02:44,false,"Dompierre-sur-Yon Course à pied","10.01","736","00:42:33","183","196","--","171","180","4:15","3:17","42","60","1.38","0.0","0.0","0","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","17.0","0:00","Non","00:00:01.1","11","22.0","--","--","--","00:42:29","00:42:33","68","90"
Course à pied,2022-11-04 10:35:37,false,"Dompierre-sur-Yon Course à pied","3.80","295","00:26:01","138","167","--","152","188","6:51","3:08","30","47","0.96","0.0","0.0","0","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","18.0","0:00","Non","00:05:53.0","4","26.0","--","--","--","00:25:42","00:26:01","64","90"
Course à pied,2022-11-03 11:18:26,false,"Dompierre-sur-Yon Course à pied","11.21","735","01:01:51","148","177","--","163","172","5:31","4:25","371","389","1.11","0.0","0.0","0","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","17.0","0:00","Non","00:01:18.6","12","27.0","--","--","--","01:01:46","01:01:51","34","84"
Nat. piscine,2022-11-02 15:18:59,false,"En piscine","2,400","533","01:01:32","0","0","--","--","--","2:01","1:49","--","--","0.00","0.0","0.0","0","--","0.0","0","0","0.0","0.0","1235","86","26","0","--","0:00","25.0","0:00","Non","00:00:13.2","28","26.0","--","--","--","00:48:23","01:02:16","--","--"
Cyclisme,2022-11-02 10:26:31,false,"Dompierre-sur-Yon Cyclisme","25.55","762","00:53:50","156","186","--","--","--","28.5","44.2","191","185","0.00","0.0","0.0","0","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","19.0","0:00","Non","00:01:17.1","26","28.0","--","--","--","00:53:39","00:53:50","56","94"
Course à pied,2022-11-01 08:06:48,false,"Dompierre-sur-Yon Course à pied","11.20","564","01:02:22","141","157","--","161","170","5:34","4:29","30","68","1.06","0.0","0.0","0","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","17.0","0:00","Non","00:03:06.0","9","26.0","--","--","--","00:49:31","00:49:41","39","88"
Course à pied,2022-10-31 09:17:30,false,"Dompierre-sur-Yon Course à pied","11.80","902","01:10:19","155","199","--","157","198","5:58","2:37","110","93","1.04","0.0","0.0","0","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","18.0","0:00","Non","00:01:00","31","27.0","--","--","--","01:09:26","01:12:19","58","101"
Marche à pied,2022-10-30 16:01:46,false,"Dompierre-sur-Yon Marche à pied","2.54","171","00:34:34","101","119","--","104","239","13:37","2:41","34","33","0.71","0.0","0.0","0","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","23.0","0:00","Non","00:11:57","2","27.0","--","--","--","00:33:45","00:34:34","64","86"
Course à pied,2022-10-29 15:16:41,false,"Dompierre-sur-Yon Course à pied","12.07","760","01:10:24","143","162","--","161","168","5:50","4:19","66","88","1.06","0.0","0.0","0","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","26.0","0:00","Non","00:00:25.3","13","28.0","--","--","--","01:10:20","01:10:46","43","88"
Nat. piscine,2022-10-29 10:15:33,false,"En piscine","2,400","534","01:01:33","0","0","--","--","--","2:02","1:42","--","--","0.00","0.0","0.0","0","--","0.0","0","0","0.0","0.0","1279","88","26","0","--","0:00","25.0","0:00","Non","00:00:18.2","26","26.0","--","--","--","00:48:51","01:02:14","--","--"
Cyclisme,2022-10-28 13:15:12,false,"La Roche-sur-Yon Cyclisme","7.99","264","00:19:12","149","169","--","--","--","25.0","47.4","133","72","0.00","0.0","0.0","0","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","25.0","0:00","Non","00:01:49.1","8","28.0","--","--","--","00:19:02","00:19:34","72","139"
Course à pied,2022-10-28 11:59:04,false,"La Roche-sur-Yon Course à pied","13.11","953","01:10:18","160","194","--","159","188","5:22","2:49","91","64","1.15","0.0","0.0","0","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","22.0","0:00","Non","00:02:20.3","15","27.0","--","--","--","01:09:01","01:10:18","72","109"
Cyclisme,2022-10-28 11:27:34,false,"Dompierre-sur-Yon Cyclisme","9.11","278","00:22:52","140","155","--","--","--","23.9","41.2","91","114","0.00","0.0","0.0","0","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","24.0","0:00","Non","00:00:37.6","10","29.0","--","--","--","00:22:47","00:22:52","59","87"
Course à pied,2022-10-27 08:43:36,false,"Dompierre-sur-Yon Course à pied","10.97","678","01:02:15","140","155","--","163","174","5:40","4:54","63","83","1.08","0.0","0.0","0","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","20.0","0:00","Non","00:05:22.1","11","27.0","--","--","--","01:02:13","01:02:15","48","88"
Cyclisme,2022-10-26 16:34:29,false,"La Roche-sur-Yon Cyclisme","15.66","500","00:38:18","147","172","--","--","--","24.5","44.7","271","240","0.00","0.0","0.0","0","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","25.0","0:00","Non","00:01:42.9","16","27.0","--","--","--","00:37:58","00:39:14","37","106"
Nat. piscine,2022-10-26 15:29:45,false,"En piscine","1,900","423","00:54:33","0","0","--","--","--","2:03","1:46","--","--","0.00","0.0","0.0","0","--","0.0","0","0","0.0","0.0","968","87","25","0","--","0:00","25.0","0:00","Non","00:00:11.3","36","26.0","--","--","--","00:38:49","00:54:52","--","--"
Cyclisme,2022-10-26 14:41:34,false,"Dompierre-sur-Yon Cyclisme","15.71","464","00:38:44","139","175","--","--","--","24.3","43.9","225","252","0.00","0.0","0.0","0","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","25.0","0:00","Non","00:01:52.7","16","28.0","--","--","--","00:38:28","00:39:23","38","86"
Course à pied,2022-10-25 10:48:35,false,"Dompierre-sur-Yon Course à pied","12.33","796","01:06:24","151","190","--","163","180","5:23","3:31","77","79","1.13","0.0","0.0","0","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","20.0","0:00","Non","00:00:08.3","17","28.0","--","--","--","01:06:02","01:06:24","62","86"
Course à pied,2022-10-24 15:27:28,false,"Dompierre-sur-Yon Course à pied","11.53","695","01:02:53","143","158","--","166","174","5:27","4:33","60","59","1.10","0.0","0.0","0","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","21.0","0:00","Non","00:02:56.0","12","29.0","--","--","--","01:02:50","01:02:53","69","86"
Cyclisme,2022-10-21 13:17:42,false,"La Roche-sur-Yon Cyclisme","8.21","257","00:18:55","149","173","--","--","--","26.0","46.7","103","92","0.00","0.0","0.0","0","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","24.0","0:00","Non","00:00:39.9","9","27.0","--","--","--","00:18:47","00:19:20","52","85"
Course à pied,2022-10-21 11:59:17,false,"La Roche-sur-Yon Course à pied","12.98","969","01:13:37","157","191","--","151","191","5:40","3:06","258","86","1.14","0.0","0.0","0","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","25.0","0:00","Non","00:00:11.2","17","27.0","--","--","--","01:10:50","01:13:37","63","236"
